File No,Applicant Name,Location/ Controlled Area,Purpose,Activity,Granted Area,District,CLU Permission on,CLU Corrigendum on,clu_year,Sl. No.,Location on Map
CLU/KL-1270A,MS GARG RICE MILLS,Chirao,Industrial,Industrial unit,19955.87 sqm,Karnal,19/11/2024,--,2024,404,Map View
CLU/KL-1272A,MS AROMA AGROTECH PRIVATE LIMITED,Garhi maltan,Industrial,Industrial unit,32486.9 sqm,Karnal,22/11/2024,--,2024,415,Map View
CLU/KL-1277A,RAJBIR SINGH,Khanda kheri,Commercial,Retail Outlet,1225.0 sqm,Karnal,28/10/2024,--,2024,371,Map View
CLU/KL-1279A,RAJINDER KUMAR,Jundla,Commercial,Retail Outlet,1745.00 sqm,Karnal,19/11/2024,--,2024,402,Map View
CLU/KL-1282A,KULDEEP SINGH MANN,Ghoghripur,Commercial,Retail Outlet,122 sqm,Karnal,28/10/2024,--,2024,373,Map View
CLU/KL-1290A,RISHI KUMAR,Jaisinpura,Industrial,Industrial unit,250 sqm,Karnal,29/12/2024,--,2024,493,Map View
CLU/KL-1302A,Deventure Hotels,Basdhara,Commercial,Hotel With Banquet facilities,19967.7 sqm,Karnal,28/10/2024,--,2024,372,Map View
CLU/KL-1311A,DARSHAN KUMAR NANDA AND OTHERS,Kurtail,Industrial,Industrial unit,6070.2 sqm,Karnal,16/12/2024,--,2024,471,Map View
CLU/KL-1125B,Panipat Rugs Pvt Ltd,Garhi maltan,Industrial,Manufacturing Industry,8087.7 sqm,Karnal,09/01/2025,--,2025,27,Map View
CLU/KL-1181A,MUKESH ATREJA AND SURESH ATREJA,Sheikhpura,Warehouse,Logistic,7299.3 sqm,Karnal,18/11/2025,--,2025,738,Map View
CLU/KL-1188A,Vikram Goyat,Gharaunda,Commercial,Retail Outlet,2175.1 sqm,Karnal,15/01/2025,--,2025,51,Map View
CLU/KL-1198A,Best Techno Parks P. Ltd.,Kurtail,Industrial,Food Processing Unit,5564.2 sqm,Karnal,09/01/2025,--,2025,28,Map View
CLU/KL-1205A,DHARMVIR AND JAGPAL,Rasulpur kalan,Industrial,Industrial unit,4069.3 sqm,Karnal,16/01/2025,--,2025,53,Map View
CLU/KL-1215A,MS A L OVERSEAS PVT LTD,Kurtail,Industrial,Industrial unit,25115.5 sqm,Karnal,18/04/2025,--,2025,289,Map View
CLU/KL-1226A,H.G INFRA ENGINEERING LTD.,Kurtail,Industrial,RMC Plant,16838.9 sqm,Karnal,01/01/2025,--,2025,1,Map View
CLU/KL-1230A,PADAM SAIN GUPTA AND RADHIKA GUPTA,Kurtail,Industrial,Industrial unit,35283.2 sqm,Karnal,02/07/2025,--,2025,495,Map View
CLU/KL-1233A,POONAM VIRMANI,Nagla megla,Institutional,Hospital,14517.9 sqm,Karnal,25/08/2025,--,2025,577,Map View
CLU/KL-1235A,ABHISHEK AND OTHERS,Basdhara,Industrial,Small Scale Industry,3768.6 sqm,Karnal,10/06/2025,--,2025,437,Map View
CLU/KL-1237A,Smt Nidhika Dua Wife of Sh Puneet Dua,Kurtail,Industrial,Industrial unit,5286.1 sqm,Karnal,13/03/2025,--,2025,172,Map View
CLU/KL-1246A,AMIT ARORA,Kunjpura,Industrial,Industrial unit,8878.00 sqm,Karnal,20/01/2025,--,2025,58,Map View
CLU/KL-1248A,MANOHAR LAL AND OTHERS,Kurtail,Industrial,Industrial unit,10926.52 sqm,Karnal,04/02/2025,--,2025,115,Map View
CLU/KL-1249B,SANDEEP KUMAR & ANURADHA,Kalheri,Industrial,Industrial unit,9206.5 sqm,Karnal,06/10/2025,--,2025,657,Map View
CLU/KL-1258A,Gaurav and others,Jarauli,Industrial,Industrial unit,31312.2 sqm,Karnal,08/07/2025,--,2025,509,Map View
CLU/KL-1259A,KEDAR OVERSEAS & PVNS VENTRES PVT LTD,Gianpura,Industrial,Industrial unit,6070.2 sqm,Karnal,04/02/2025,--,2025,108,Map View
CLU/KL-1263A,SUKHVINDER KAUR,SALARU,Commercial,Banquet Hall,8101.7 sqm,Karnal,17/03/2025,--,2025,193,Map View
CLU/KL-1264A,Nitish Goel and Aashiya Gupta,Basdhara,Industrial,Manufacturing Industry,5216.8 sqm,Karnal,15/10/2025,--,2025,683,Map View
CLU/KL-1271A,MS GARG RICE MILLS,Chirao,Industrial,Industrial unit,17352.9 sqm,Karnal,09/05/2025,--,2025,351,Map View
CLU/KL-1275A,IDEATE ENERGY PVT. LTD.,Kurtail,Industrial,Industrial unit,14467.5 sqm,Karnal,04/02/2025,--,2025,109,Map View
CLU/KL-1278A,SANDEEP,Kurtail,Commercial,Retail Outlet,1225.0 sqm,Karnal,13/03/2025,--,2025,162,Map View
CLU/KL-1280A,K.R Educational Trust,Kunjpura,Institutional,Sr Secondary School,11204.94 sqm,Karnal,23/06/2025,--,2025,480,Map View
CLU/KL-1281A,Hawa singh & Anuradha,Kond,Commercial,Restaurant,101 sqm,Karnal,02/01/2025,--,2025,2,Map View
CLU/KL-1284A,SMT.ARUNA,Phoosgarh,Commercial,Petrol Pump,1239.3 sqm,Karnal,21/03/2025,--,2025,224,Map View
CLU/KL-1287A,PHOOL KUMAR,Matak majri,Commercial,Petrol Pump,122 sqm,Karnal,11/11/2025,--,2025,719,Map View
CLU/KL-1294A,RAKESH,Baragaon,Industrial,Industrial unit,19475.51 sqm,Karnal,09/01/2025,--,2025,25,Map View
CLU/KL-1295A,Poonam Wife of Surender Kumar,Mardan heri,Commercial,Retail Outlet,1225.0 sqm,Karnal,15/01/2025,--,2025,52,Map View
CLU/KL-1296A,RAM RISHI AND PARTH SINGLA,Munak i and ii,Industrial,Industrial unit,7081.9 sqm,Karnal,13/08/2025,--,2025,563,Map View
CLU/KL-1298A,Ms Lord Shiva Spinners,Basdhara,Industrial,Industrial unit,14147.01 sqm,Karnal,25/08/2025,--,2025,579,Map View
CLU/KL-1299A,Vikram Jeet,Manaka majra,Commercial,Petrol Pump,175 sqm,Karnal,21/04/2025,--,2025,301,Map View
CLU/KL-1300A,Best Techno,Kurtail,Industrial,Food Processing Unit,8093.7 sqm,Karnal,15/10/2025,--,2025,684,Map View
CLU/KL-1305A,SHAMSHER SINGH,Mahmadpur,Industrial,Industrial unit,3110.9 sqm,Karnal,15/01/2025,--,2025,49,Map View
CLU/KL-1306A,RAM NARAYAN NANDA,Amritpur kalan,Industrial,Industrial unit,4603.2 sqm,Karnal,12/06/2025,--,2025,439,Map View
CLU/KL-1307A,ROYAL AGRO INDUSTRIES,Kalran,Industrial,Rice Mill,14239. sqm,Karnal,31/01/2025,--,2025,106,Map View
CLU/KL-1307B,ROYALAGRO INDUSTRIES,Kalran,Industrial,Industrial unit,13809.7 sqm,Karnal,14/11/2025,--,2025,726,Map View
CLU/KL-1310A,Sh. Pardeep Kumar S/o Sh. Sohan Lal,Mustafabad,Industrial,Industrial unit,9889.4 sqm,Karnal,05/02/2025,--,2025,129,Map View
CLU/KL-1312A,AZAD SINGH,Kurtail,Industrial,Industrial unit,11761.0 sqm,Karnal,04/02/2025,21/21/2026,2025,116,Map View
CLU/KL-1315A,SH BHAGAT RAM SON OF JAWALU,Samana bahu,Commercial,Retail Outlet,122 sqm,Karnal,12/03/2025,--,2025,158,Map View
CLU/KL-1317A,Rishabh Wadhwa and Sumit,Gianpura,Commercial,Petrol Pump,122 sqm,Karnal,15/05/2025,--,2025,373,Map View
CLU/KL-1318A,ADITYA MALHOTRA,Dabarki,Industrial,Rice Mill,16794.3 sqm,Karnal,13/03/2025,--,2025,173,Map View
CLU/KL-1321A,RAJESH VERMA,Nanhera,Commercial,Petrol Pump,144 sqm,Karnal,09/05/2025,--,2025,350,Map View
CLU/KL-1324A,DESHRAJ SON OF SADHU RAM,Shamgarh,Commercial,Banquet Hall,24236.5 sqm,Karnal,26/05/2025,--,2025,392,Map View
CLU/KL-1325A,rajni goel,Pakhana,Industrial,Rice Mill,6677.31 sqm,Karnal,09/01/2025,--,2025,23,Map View
CLU/KL-1326A,PRANYASA INDUSTRIES PVT LTD,Rasulpur kalan,Industrial,Industrial unit,5033.2 sqm,Karnal,26/03/2025,--,2025,232,Map View
CLU/KL-1327A,HPL ELECTRIC AND POWER LTD.,Basdhara,Industrial,Industrial unit,15782.7 sqm,Karnal,17/06/2025,--,2025,457,Map View
CLU/KL-1329A,Nagender Rana Son Sh Jaipal Singh Rana,Taraori,Commercial,Retail Outlet,1239.3 sqm,Karnal,13/06/2025,--,2025,451,Map View
CLU/KL-1333A,anju mann,Kheri naru,Commercial,Retail Outlet,2375.092 sqm,Karnal,02/07/2025,--,2025,496,Map View
CLU/KL-1336A,JAPJEET SINGH AND ASHANPREET SINGH,Kunjpura,Industrial,Industrial unit,4856.23 sqm,Karnal,09/07/2025,--,2025,511,Map View
CLU/KL-1337A,RAMBHUL SINGH SON OF KARANVIR SINGH,Garhi maltan,Commercial,Restaurant,1999.5 sqm,Karnal,06/06/2025,--,2025,429,Map View
CLU/KL-1343A,GAURAV CHUGH,Harisinghpura,Industrial,Industrial unit,18767.2 sqm,Karnal,02/12/2025,--,2025,780,Map View
CLU/KL-1346A,Ms Indo Globetex,Barsat,Industrial,Industrial unit,14214.59 sqm,Karnal,02/07/2025,--,2025,490,Map View
CLU/KL-1348A,UPC INSTRUMENTS PRIVATE LIMITED,Dinger majra,Industrial,Industrial unit,12570.35 sqm,Karnal,16/07/2025,--,2025,521,Map View
CLU/KL-1349A,KSR HOME FURNISHINGS PVT LTD,Barsat,Industrial,Industrial unit,20234.704 sqm,Karnal,04/08/2025,--,2025,535,Map View
CLU/KL-1356A,MODESTO AGRO INDIA,Rasulpur kalan,Industrial,Industrial unit,5007.9 sqm,Karnal,19/09/2025,--,2025,628,Map View
CLU/KL-1362A,Sh. Abhinandan Jain,Harisinghpura,Industrial,Industrial unit,7082. sqm,Karnal,14/11/2025,--,2025,722,Map View
CLU/KL-1373A,CHEMTURA AGRO TECH PRIVATE,Amritpur kalan,Industrial,Industrial unit,1694.6 sqm,Karnal,06/10/2025,--,2025,658,Map View
CLU/KL-1379A,GRS TEXTILES,Faridpur,Industrial,Industrial unit,7436. sqm,Karnal,26/11/2025,--,2025,769,Map View
CLU/KL-1384A,HAPPY KHANNA,Mohi dinpur,Industrial,Industrial unit,12595.7 sqm,Karnal,02/12/2025,--,2025,775,Map View
CLU/KL-1385A,ABHAY KUMAR JAIN,Faridpur,Industrial,Industrial unit,11052.8 sqm,Karnal,02/12/2025,--,2025,776,Map View
CLU/KL-951C,NARAIN DASS RAHEA,Nawal,Commercial,Motel without Banquet Facility,1214.05 sqm,Karnal,03/05/2025,--,2025,346,Map View
CLU/KL-1242A,KRISHAN RAKESH AND RAJESH KHURANA,Kaimla,Industrial,Industrial Unit,9358.3 sqm,Karnal,12/03/2026,--,2026,117,Map View
CLU/KL-1245A,SMT. SUDESH RAWAL,Barna,Commercial,Motel cum Restaurant,6885.42 sqm,Karnal,20/02/2026,--,2026,64,Map View
CLU/KL-1271A,MS GARG RICE MILLS,Chirao,Industrial,Industrial unit,17352.9 sqm,Karnal,25/02/2026,--,2026,74,Map View
CLU/KL-1293A,Rajesh Kumar,Kurtail,Commercial,Retail Outlet,180 sqm,Karnal,03/02/2026,--,2026,41,Map View
CLU/KL-1308A,MS SEED BIOCOAT PRIVATE LIMITED,Purlak,Warehouse,Warehouse Agro Based,35485.8 sqm,Karnal,25/02/2026,--,2026,72,Map View
CLU/KL-1309A,seedbiocoat,Mardan heri,Warehouse,Warehouse Agro Based,23395.8 sqm,Karnal,13/04/2026,--,2026,131,Map View
CLU/KL-1345A,NEELAM SHARMA,Takhana,Commercial,Retail Outlet,1381.2 sqm,Karnal,05/01/2026,--,2026,4,Map View
CLU/KL-1347A,Sh. Gurpreet Singh,Ghoghripur,Commercial,Petrol Pump,122 sqm,Karnal,05/01/2026,--,2026,5,Map View
CLU/KL-1350A,ROHIT MEHENDIRATTA AND OTHERS,Garhi maltan,Industrial,Industrial unit,20233.89 sqm,Karnal,07/01/2026,--,2026,13,Map View
CLU/KL-1351A,ANJANA RANI AND OTHERS,Gianpura,Warehouse,Warehouse to Industrial purpose,19121.2 sqm,Karnal,13/04/2026,--,2026,127,Map View
CLU/KL-1353A,ANJANA RANI & OTHERS,Kalran,Warehouse,Warehouse to Industrial purpose,19247.7 sqm,Karnal,04/02/2026,--,2026,51,Map View
CLU/KL-1363A,MEENAKSHI MEHTA AND AARTI SAHDEV,Sandhir,Industrial,Industrial unit,3945.6 sqm,Karnal,05/03/2026,--,2026,97,Map View
CLU/KL-1364A,LAXMI DEVI,Kurtail,Industrial,Industrial unit,7941.8 sqm,Karnal,03/07/2026,--,2026,288,Map View
CLU/KL-1366A,AROMA AGROTECH PVT LTD,Garhi maltan,Industrial,Industrial unit,18387.7 sqm,Karnal,02/06/2026,--,2026,235,Map View
CLU/KL-1369A,"RAJESH, RAJEEV, AMIT GOYAL",Shamgarh,Commercial,Hotel With Banquet facilities,8566.06 sqm,Karnal,02/03/2026,--,2026,80,Map View
CLU/KL-1370A,MILKWELL FARM EQUIPMENTS,Pundrak,Industrial,Industrial unit,4088.9 sqm,Karnal,13/04/2026,--,2026,134,Map View
CLU/KL-1381A,"Madhur Singla, Nishu and Rajrani Singla",Rasulpur kalan,Warehouse,warehouse non agro based,15782.6 sqm,Karnal,05/08/2026,--,2026,339,Map View
CLU/KL-1389A,SHREE JAGDAMBA AGRICO EXPORTS PRIVATE LIMITED,Penori,Industrial,Rice Mill,13556.8 sqm,Karnal,13/04/2026,--,2026,135,Map View
CLU/KL-1391A,Radhika Gupta,Kurtail,Industrial,Industrial unit,20183.7 sqm,Karnal,10/08/2026,--,2026,353,Map View
CLU/KL-1392A,Arpit Goyal and Sanchit Goyal,Samana bahu,Commercial,Motel with Banquet facility,4870.61 sqm,Karnal,13/04/2026,--,2026,129,Map View
CLU/KL-1393A,GAURAV GUPTA,Garhi maltan,Industrial,Industrial unit,19728.2 sqm,Karnal,05/03/2026,--,2026,95,Map View
CLU/KL-1395A,CARUS LABORATORIES PVT LTD,Kunjpura,Industrial,Industrial unit,8818.9 sqm,Karnal,02/06/2026,--,2026,230,Map View
CLU/KL-1397A,MARWAR CARPETS PVT LTD,Dinger majra,Industrial,Industrial unit,13531.5 sqm,Karnal,13/04/2026,--,2026,128,Map View
CLU/KL-1398A,SSSV TEXTILE INDUSTRIES,Barsat,Industrial,Industrial unit,17679.5 sqm,Karnal,03/07/2026,--,2026,286,Map View
CLU/KL-1400A,Om Parkash,Kond,Commercial,Non Star Hotel,4472.7 sqm,Karnal,17/03/2026,--,2026,118,Map View
CLU/KL-1402A,SH.LOVENISH & SH.RAMKISHAN,Sandhir,Industrial,Industrial unit,2517.8 sqm,Karnal,21/08/2026,--,2026,382,Map View
CLU/KL-1404A,ARIHANT AGRI FOODS PVT LTD,Jarauli,Industrial,Rice Mill,39254.4 sqm,Karnal,16/07/2026,--,2026,315,Map View
CLU/KL-1406A,ADINATH RECYCLOTRONIX PVT LTD,Kalheri,Industrial,Industrial unit,16617.3 sqm,Karnal,12/08/2026,--,2026,361,Map View
CLU/KL-1408A,Smt. Gitanjali Narwal,Samana bahu,Commercial,Petrol Pump,2057.8 sqm,Karnal,18/06/2026,--,2026,260,Map View
CLU/KL-1409A,ark,Kunjpura,Industrial,Manufacturing Industry,8751.3 sqm,Karnal,05/08/2026,--,2026,336,Map View
CLU/KL-1411A,DHINGRA TRUCKING PRIVATE LIMITED,Basdhara,Commercial,Petrol Pump,240 sqm,Karnal,21/08/2026,--,2026,381,Map View
CLU/KL-1413A,SANJAY GUPTA and VEENA GUPTA,Faridpur,Industrial,Industrial unit,8220.1 sqm,Karnal,30/07/2026,--,2026,328,Map View
CLU/KL-1414A,SHRI PARAS INTERNATIONAL,Pundri,Industrial,Industrial unit,10319.4 sqm,Karnal,19/08/2026,--,2026,375,Map View
CLU/KL-1415A,MunishKher&Yatin Kunal,Alipur khalsa,Industrial,Industrial unit,7663.7 sqm,Karnal,10/08/2026,--,2026,354,Map View
CLU/KL-1416A,ANIL KUMAR,Rasulpur kalan,Industrial,Industrial unit,3819.18 sqm,Karnal,12/08/2026,--,2026,367,Map View
CLU/KL-1419A,PARKASH KOTEX AND RAKESH KUMAR,Kurtail,Industrial,Industrial unit,7312.3 sqm,Karnal,03/07/2026,--,2026,294,Map View
CLU/KL-1421A,AMAR SINGH SACHDEVA AND JANDAR NAT,Sandhir,Industrial,Industrial unit,5589.9 sqm,Karnal,20/05/2026,--,2026,223,Map View
CLU/KL-1427A,KAVITA MANJU SUMAN VIJAY VINOD RAKESH,Pundri,Industrial,Industrial unit,8993.0 sqm,Karnal,30/07/2026,--,2026,327,Map View
CLU/KL-1431A,"ROHIT, PUJA, RAKESH & BABITA",Kurtail,Industrial,Industrial unit,11584.1 sqm,Karnal,05/08/2026,--,2026,343,Map View
CLU/KL-1433A,MS BALAJI SPINNING MILLS,Kond,Industrial,Industrial unit,3996.2 sqm,Karnal,05/08/2026,--,2026,344,Map View
